REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Georgia,2019,6,1764,265,23,16.33,15.02,1.3
States,Hawaii,2019,6,296,39,2,13.85,13.18,0.68
States,Idaho,2019,6,180,34,3,20.56,18.89,1.67
States,Illinois,2019,6,589,112,4,19.69,19.02,0.68
States,Indiana,2019,6,438,66,0,15.07,15.07,0
States,Iowa,2019,6,282,64,0,22.7,22.7,0
States,Kansas,2019,6,109,7,0,6.42,6.42,0
States,Kentucky,2019,6,1045,221,7,21.82,21.15,0.67
States,Louisiana,2019,6,951,251,7,27.13,26.39,0.74
States,Maine,2019,6,156,49,0,31.41,31.41,0
States,Maryland,2019,6,392,104,4,27.55,26.53,1.02
States,Massachusetts,2019,6,1716,451,4,26.52,26.28,0.23
States,Michigan,2019,6,1728,260,15,15.91,15.05,0.87
States,Minnesota,2019,6,580,106,3,18.79,18.28,0.52
States,Mississippi,2019,6,308,90,1,29.55,29.22,0.32
States,Missouri,2019,6,2203,503,6,23.1,22.83,0.27
States,Montana,2019,6,402,108,7,28.61,26.87,1.74
States,Nebraska,2019,6,328,87,0,26.52,26.52,0
States,Nevada,2019,6,100,22,0,22,22,0
States,New Hampshire,2019,6,X,X,X,X,X,X
States,New Jersey,2019,6,X,X,X,X,X,X
States,New Mexico,2019,6,510,82,3,16.67,16.08,0.59
States,New York,2019,6,4781,1279,7,26.9,26.75,0.15
States,North Carolina,2019,6,1253,364,12,30.01,29.05,0.96
States,North Dakota,2019,6,381,137,0,35.96,35.96,0
States,Ohio,2019,6,3506,883,21,25.78,25.19,0.6
States,Oklahoma,2019,6,458,98,0,21.4,21.4,0
States,Oregon,2019,6,1071,289,1,27.08,26.98,0.09
States,Pennsylvania,2019,6,913,251,2,27.71,27.49,0.22
States,Rhode Island,2019,6,X,X,X,X,X,X
States,South Carolina,2019,6,926,214,2,23.33,23.11,0.22
States,South Dakota,2019,6,76,10,0,13.16,13.16,0
States,Tennessee,2019,6,263,60,3,23.95,22.81,1.14
States,Texas,2019,6,6918,2332,121,35.46,33.71,1.75
States,Utah,2019,6,2022,611,24,31.4,30.22,1.19
States,Vermont,2019,6,332,78,1,23.8,23.49,0.3
States,Virginia,2019,6,620,168,8,28.39,27.1,1.29
States,Washington,2019,6,1753,405,8,23.56,23.1,0.46
States,West Virginia,2019,6,1183,265,1,22.49,22.4,0.08
States,Wisconsin,2019,6,1925,294,8,15.69,15.27,0.42
States,Wyoming,2019,6,X,X,X,X,X,X
States,Puerto Rico,2019,6,X,X,X,X,X,X
States,Virgin Islands,2019,6,X,X,X,X,X,X
States,New York City,2019,6,X,X,X,X,X,X
States,Alabama,2019,7,1073,204,6,19.57,19.01,0.56
States,Alaska,2019,7,11,2,1,27.27,18.18,9.09
States,Arizona,2019,7,524,48,3,9.73,9.16,0.57
States,Arkansas,2019,7,1029,406,5,39.94,39.46,0.49
States,California,2019,7,1145,158,2,13.97,13.8,0.17
States,Colorado,2019,7,1292,392,62,35.14,30.34,4.8
States,Connecticut,2019,7,1340,260,1,19.48,19.4,0.07
States,Delaware,2019,7,553,152,1,27.67,27.49,0.18
States,District of Columbia,2019,7,X,X,X,X,X,X
States,Florida,2019,7,X,X,X,X,X,X
States,Georgia,2019,7,1699,219,17,13.89,12.89,1
States,Hawaii,2019,7,298,39,0,13.09,13.09,0
States,Idaho,2019,7,154,36,2,24.68,23.38,1.3
States,Illinois,2019,7,547,149,3,27.79,27.24,0.55
States,Indiana,2019,7,360,86,0,23.89,23.89,0
States,Iowa,2019,7,415,143,0,34.46,34.46,0
States,Kansas,2019,7,137,18,3,15.33,13.14,2.19
States,Kentucky,2019,7,1023,145,7,14.86,14.17,0.68
States,Louisiana,2019,7,1061,295,9,28.65,27.8,0.85
States,Maine,2019,7,238,68,0,28.57,28.57,0
States,Maryland,2019,7,426,86,6,21.6,20.19,1.41
States,Massachusetts,2019,7,1371,347,6,25.75,25.31,0.44
States,Michigan,2019,7,1838,341,17,19.48,18.55,0.92
States,Minnesota,2019,7,567,122,2,21.87,21.52,0.35
States,Mississippi,2019,7,260,88,2,34.62,33.85,0.77
States,Missouri,2019,7,2321,601,8,26.24,25.89,0.34
States,Montana,2019,7,449,153,5,35.19,34.08,1.11
States,Nebraska,2019,7,270,65,0,24.07,24.07,0
States,Nevada,2019,7,64,14,0,21.88,21.88,0
States,New Hampshire,2019,7,X,X,X,X,X,X
States,New Jersey,2019,7,X,X,X,X,X,X
States,New Mexico,2019,7,X,X,X,X,X,X
States,New York,2019,7,4901,1332,5,27.28,27.18,0.1
States,North Carolina,2019,7,1005,248,11,25.77,24.68,1.09
States,North Dakota,2019,7,481,182,0,37.84,37.84,0
States,Ohio,2019,7,3961,1175,19,30.14,29.66,0.48
States,Oklahoma,2019,7,640,163,1,25.63,25.47,0.16
States,Oregon,2019,7,1475,403,4,27.59,27.32,0.27
States,Pennsylvania,2019,7,857,239,0,27.89,27.89,0
States,Rhode Island,2019,7,X,X,X,X,X,X
States,South Carolina,2019,7,828,169,0,20.41,20.41,0
States,South Dakota,2019,7,102,12,0,11.76,11.76,0
States,Tennessee,2019,7,255,38,3,16.08,14.9,1.18
States,Texas,2019,7,6211,1879,106,31.96,30.25,1.71
States,Utah,2019,7,2060,638,37,32.77,30.97,1.8
States,Vermont,2019,7,328,98,1,30.18,29.88,0.3
States,Virginia,2019,7,852,238,12,29.34,27.93,1.41
States,Washington,2019,7,1288,307,8,24.46,23.84,0.62
States,West Virginia,2019,7,1241,286,3,23.29,23.05,0.24
States,Wisconsin,2019,7,2120,489,19,23.96,23.07,0.9
States,Wyoming,2019,7,X,X,X,X,X,X
States,Puerto Rico,2019,7,X,X,X,X,X,X
States,Virgin Islands,2019,7,X,X,X,X,X,X
States,New York City,2019,7,X,X,X,X,X,X
States,Alabama,2019,8,823,163,9,20.9,19.81,1.09
States,Alaska,2019,8,X,X,X,X,X,X
States,Arizona,2019,8,576,43,1,7.64,7.47,0.17
States,Arkansas,2019,8,678,245,9,37.46,36.14,1.33
States,California,2019,8,1160,175,10,15.95,15.09,0.86
States,Colorado,2019,8,1328,425,68,37.12,32,5.12
States,Connecticut,2019,8,1144,210,1,18.44,18.36,0.09
States,Delaware,2019,8,441,119,2,27.44,26.98,0.45
States,District of Columbia,2019,8,X,X,X,X,X,X
States,Florida,2019,8,X,X,X,X,X,X
States,Georgia,2019,8,1724,250,22,15.78,14.5,1.28
States,Hawaii,2019,8,414,49,1,12.08,11.84,0.24
States,Idaho,2019,8,157,44,0,28.03,28.03,0
States,Illinois,2019,8,635,137,6,22.52,21.57,0.94
States,Indiana,2019,8,554,129,0,23.29,23.29,0
States,Iowa,2019,8,483,202,0,41.82,41.82,0
States,Kansas,2019,8,152,28,2,19.74,18.42,1.32
States,Kentucky,2019,8,959,128,7,14.08,13.35,0.73
States,Louisiana,2019,8,1016,293,2,29.04,28.84,0.2
States,Maine,2019,8,244,71,0,29.1,29.1,0
States,Maryland,2019,8,447,130,2,29.53,29.08,0.45
States,Massachusetts,2019,8,1348,266,4,20.03,19.73,0.3
States,Michigan,2019,8,1878,357,17,19.91,19.01,0.91
States,Minnesota,2019,8,688,205,2,30.09,29.8,0.29
States,Mississippi,2019,8,242,43,1,18.18,17.77,0.41
States,Missouri,2019,8,2367,631,6,26.91,26.66,0.25
States,Montana,2019,8,531,203,10,40.11,38.23,1.88
States,Nebraska,2019,8,244,62,0,25.41,25.41,0
States,Nevada,2019,8,57,17,0,29.82,29.82,0
States,New Hampshire,2019,8,X,X,X,X,X,X
States,New Jersey,2019,8,X,X,X,X,X,X
States,New Mexico,2019,8,473,103,1,21.99,21.78,0.21
States,New York,2019,8,4695,1296,14,27.9,27.6,0.3
States,North Carolina,2019,8,969,212,15,23.43,21.88,1.55
States,North Dakota,2019,8,512,202,0,39.45,39.45,0
States,Ohio,2019,8,4603,1460,18,32.11,31.72,0.39
States,Oklahoma,2019,8,643,167,1,26.13,25.97,0.16
States,Oregon,2019,8,1453,536,6,37.3,36.89,0.41
States,Pennsylvania,2019,8,794,213,2,27.08,26.83,0.25
States,Rhode Island,2019,8,X,X,X,X,X,X
States,South Carolina,2019,8,845,144,0,17.04,17.04,0
States,South Dakota,2019,8,75,6,1,9.33,8,1.33
States,Tennessee,2019,8,220,26,4,13.64,11.82,1.82
States,Texas,2019,8,5597,1555,111,29.77,27.78,1.98
States,Utah,2019,8,1981,596,28,31.5,30.09,1.41
States,Vermont,2019,8,359,105,2,29.81,29.25,0.56
States,Virginia,2019,8,922,285,4,31.34,30.91,0.43
States,Washington,2019,8,1889,426,5,22.82,22.55,0.26
States,West Virginia,2019,8,1317,344,4,26.42,26.12,0.3
States,Wisconsin,2019,8,2252,578,18,26.47,25.67,0.8
States,Wyoming,2019,8,X,X,X,X,X,X
States,Puerto Rico,2019,8,X,X,X,X,X,X
States,Virgin Islands,2019,8,X,X,X,X,X,X
States,New York City,2019,8,X,X,X,X,X,X
States,Alabama,2019,9,931,154,10,17.62,16.54,1.07
States,Alaska,2019,9,X,X,X,X,X,X
States,Arizona,2019,9,627,53,0,8.45,8.45,0
States,Arkansas,2019,9,686,326,10,48.98,47.52,1.46
States,California,2019,9,1181,206,6,17.95,17.44,0.51
States,Colorado,2019,9,1360,442,33,34.93,32.5,2.43
States,Connecticut,2019,9,1035,198,4,19.52,19.13,0.39
States,Delaware,2019,9,485,127,1,26.39,26.19,0.21
States,District of Columbia,2019,9,X,X,X,X,X,X
States,Florida,2019,9,X,X,X,X,X,X
States,Georgia,2019,9,1634,192,15,12.67,11.75,0.92
States,Hawaii,2019,9,346,42,1,12.43,12.14,0.29
States,Idaho,2019,9,138,25,3,20.29,18.12,2.17
States,Illinois,2019,9,619,134,8,22.94,21.65,1.29
States,Indiana,2019,9,602,191,0,31.73,31.73,0
States,Iowa,2019,9,559,237,0,42.4,42.4,0
States,Kansas,2019,9,153,27,7,22.22,17.65,4.58
States,Kentucky,2019,9,926,110,1,11.99,11.88,0.11
States,Louisiana,2019,9,805,180,5,22.98,22.36,0.62
States,Maine,2019,9,176,47,0,26.7,26.7,0
States,Maryland,2019,9,439,129,0,29.38,29.38,0
States,Massachusetts,2019,9,1249,229,14,19.46,18.33,1.12
States,Michigan,2019,9,2000,435,34,23.45,21.75,1.7
States,Minnesota,2019,9,640,138,2,21.88,21.56,0.31
States,Mississippi,2019,9,137,25,2,19.71,18.25,1.46
States,Missouri,2019,9,2291,714,8,31.51,31.17,0.35
States,Montana,2019,9,474,265,4,56.75,55.91,0.84
States,Nebraska,2019,9,211,26,0,12.32,12.32,0
States,Nevada,2019,9,62,17,0,27.42,27.42,0
States,New Hampshire,2019,9,X,X,X,X,X,X
States,New Jersey,2019,9,X,X,X,X,X,X
States,New Mexico,2019,9,585,131,0,22.39,22.39,0
States,New York,2019,9,4189,880,13,21.32,21.01,0.31
States,North Carolina,2019,9,736,120,4,16.85,16.3,0.54
States,North Dakota,2019,9,596,251,1,42.28,42.11,0.17
States,Ohio,2019,9,4558,1478,27,33.02,32.43,0.59
States,Oklahoma,2019,9,673,171,0,25.41,25.41,0
States,Oregon,2019,9,1607,596,2,37.21,37.09,0.12
States,Pennsylvania,2019,9,772,231,1,30.05,29.92,0.13
States,Rhode Island,2019,9,X,X,X,X,X,X
States,South Carolina,2019,9,739,126,3,17.46,17.05,0.41
States,South Dakota,2019,9,80,6,0,7.5,7.5,0
States,Tennessee,2019,9,166,20,2,13.25,12.05,1.2
States,Texas,2019,9,5363,1396,122,28.31,26.03,2.27
States,Utah,2019,9,1990,605,27,31.76,30.4,1.36
States,Vermont,2019,9,328,70,1,21.65,21.34,0.3
States,Virginia,2019,9,953,275,12,30.12,28.86,1.26
States,Washington,2019,9,2008,518,3,25.95,25.8,0.15
States,West Virginia,2019,9,1219,241,3,20.02,19.77,0.25
States,Wisconsin,2019,9,2801,916,10,33.06,32.7,0.36
States,Wyoming,2019,9,X,X,X,X,X,X
States,Puerto Rico,2019,9,X,X,X,X,X,X
States,Virgin Islands,2019,9,X,X,X,X,X,X
States,New York City,2019,9,X,X,X,X,X,X
States,Alabama,2019,10,848,125,8,15.68,14.74,0.94
States,Alaska,2019,10,X,X,X,X,X,X
States,Arizona,2019,10,579,50,0,8.64,8.64,0
States,Arkansas,2019,10,729,361,7,50.48,49.52,0.96
States,California,2019,10,1243,179,4,14.72,14.4,0.32
States,Colorado,2019,10,1299,381,1,29.41,29.33,0.08
States,Connecticut,2019,10,929,143,2,15.61,15.39,0.22
States,Delaware,2019,10,468,115,2,25,24.57,0.43
States,District of Columbia,2019,10,X,X,X,X,X,X
States,Florida,2019,10,X,X,X,X,X,X
States,Georgia,2019,10,1530,124,20,9.41,8.1,1.31
States,Hawaii,2019,10,296,34,0,11.49,11.49,0
States,Idaho,2019,10,144,33,1,23.61,22.92,0.69
States,Illinois,2019,10,643,164,5,26.28,25.51,0.78
States,Indiana,2019,10,654,190,4,29.66,29.05,0.61
States,Iowa,2019,10,688,265,0,38.52,38.52,0
States,Kansas,2019,10,148,32,4,24.32,21.62,2.7
States,Kentucky,2019,10,634,69,2,11.2,10.88,0.32
States,Louisiana,2019,10,806,158,11,20.97,19.6,1.36
States,Maine,2019,10,185,68,1,37.3,36.76,0.54
States,Maryland,2019,10,482,132,1,27.59,27.39,0.21
States,Massachusetts,2019,10,1102,185,12,17.88,16.79,1.09
States,Michigan,2019,10,2392,622,31,27.3,26,1.3
States,Minnesota,2019,10,711,130,3,18.71,18.28,0.42
States,Mississippi,2019,10,130,14,1,11.54,10.77,0.77
States,Missouri,2019,10,2516,659,5,26.39,26.19,0.2
States,Montana,2019,10,486,162,9,35.19,33.33,1.85
States,Nebraska,2019,10,211,29,0,13.74,13.74,0
States,Nevada,2019,10,69,20,0,28.99,28.99,0
States,New Hampshire,2019,10,X,X,X,X,X,X
States,New Jersey,2019,10,X,X,X,X,X,X
States,New Mexico,2019,10,387,133,2,34.88,34.37,0.52
States,New York,2019,10,4198,864,11,20.84,20.58,0.26
States,North Carolina,2019,10,626,89,5,15.02,14.22,0.8
States,North Dakota,2019,10,567,220,2,39.15,38.8,0.35
States,Ohio,2019,10,4957,1616,41,33.43,32.6,0.83
States,Oklahoma,2019,10,639,135,3,21.6,21.13,0.47
States,Oregon,2019,10,1648,682,5,41.69,41.38,0.3
States,Pennsylvania,2019,10,714,222,6,31.93,31.09,0.84
States,Rhode Island,2019,10,X,X,X,X,X,X
States,South Carolina,2019,10,619,89,2,14.7,14.38,0.32
States,South Dakota,2019,10,75,7,0,9.33,9.33,0
States,Tennessee,2019,10,146,11,5,10.96,7.53,3.42
States,Texas,2019,10,5072,1170,115,25.34,23.07,2.27
States,Utah,2019,10,1692,452,13,27.48,26.71,0.77
States,Vermont,2019,10,302,63,0,20.86,20.86,0
States,Virginia,2019,10,716,194,9,28.35,27.09,1.26
States,Washington,2019,10,2340,754,7,32.52,32.22,0.3
States,West Virginia,2019,10,1120,180,2,16.25,16.07,0.18
States,Wisconsin,2019,10,3425,1255,20,37.23,36.64,0.58
States,Wyoming,2019,10,X,X,X,X,X,X
States,Puerto Rico,2019,10,X,X,X,X,X,X
States,Virgin Islands,2019,10,X,X,X,X,X,X
States,New York City,2019,10,X,X,X,X,X,X
States,Alabama,2019,11,861,101,5,12.31,11.73,0.58
States,Alaska,2019,11,X,X,X,X,X,X
States,Arizona,2019,11,480,43,0,8.96,8.96,0
States,Arkansas,2019,11,670,311,11,48.06,46.42,1.64
States,California,2019,11,1224,145,8,12.5,11.85,0.65
States,Colorado,2019,11,1152,283,17,26.04,24.57,1.48
States,Connecticut,2019,11,926,143,8,16.31,15.44,0.86
States,Delaware,2019,11,397,63,1,16.12,15.87,0.25
States,District of Columbia,2019,11,X,X,X,X,X,X
States,Florida,2019,11,X,X,X,X,X,X
States,Georgia,2019,11,1417,157,23,12.7,11.08,1.62
States,Hawaii,2019,11,304,27,3,9.87,8.88,0.99
States,Idaho,2019,11,147,48,3,34.69,32.65,2.04
States,Illinois,2019,11,653,156,9,25.27,23.89,1.38
States,Indiana,2019,11,647,206,3,32.3,31.84,0.46
States,Iowa,2019,11,666,257,0,38.59,38.59,0
States,Kansas,2019,11,140,28,10,27.14,20,7.14
States,Kentucky,2019,11,679,66,4,10.31,9.72,0.59
States,Louisiana,2019,11,648,94,6,15.43,14.51,0.93
States,Maine,2019,11,200,65,5,35,32.5,2.5
States,Maryland,2019,11,592,181,7,31.76,30.57,1.18
States,Massachusetts,2019,11,1181,192,26,18.46,16.26,2.2
States,Michigan,2019,11,2695,749,48,29.57,27.79,1.78
States,Minnesota,2019,11,681,180,6,27.31,26.43,0.88
States,Mississippi,2019,11,127,14,2,12.6,11.02,1.57
States,Missouri,2019,11,2508,743,16,30.26,29.63,0.64
States,Montana,2019,11,449,152,15,37.19,33.85,3.34
States,Nebraska,2019,11,193,16,0,8.29,8.29,0
States,Nevada,2019,11,46,9,0,19.57,19.57,0
States,New Hampshire,2019,11,X,X,X,X,X,X
States,New Jersey,2019,11,X,X,X,X,X,X
States,New Mexico,2019,11,338,144,0,42.6,42.6,0
States,New York,2019,11,4142,921,12,22.53,22.24,0.29
States,North Carolina,2019,11,566,73,7,14.13,12.9,1.24
States,North Dakota,2019,11,424,142,2,33.96,33.49,0.47
States,Ohio,2019,11,5096,1624,42,32.69,31.87,0.82
States,Oklahoma,2019,11,564,117,0,20.74,20.74,0
States,Oregon,2019,11,2227,895,8,40.55,40.19,0.36
States,Pennsylvania,2019,11,768,202,2,26.56,26.3,0.26
States,Rhode Island,2019,11,X,X,X,X,X,X
States,South Carolina,2019,11,566,77,4,14.31,13.6,0.71
States,South Dakota,2019,11,81,8,0,9.88,9.88,0
States,Tennessee,2019,11,168,25,7,19.05,14.88,4.17
States,Texas,2019,11,3963,756,109,21.83,19.08,2.75
States,Utah,2019,11,1453,342,13,24.43,23.54,0.89
States,Vermont,2019,11,301,64,5,22.92,21.26,1.66
States,Virginia,2019,11,749,183,9,25.63,24.43,1.2
States,Washington,2019,11,2964,1018,20,35.02,34.35,0.67
States,West Virginia,2019,11,971,146,4,15.45,15.04,0.41
States,Wisconsin,2019,11,4193,1553,40,37.99,37.04,0.95
States,Wyoming,2019,11,X,X,X,X,X,X
States,Puerto Rico,2019,11,X,X,X,X,X,X
States,Virgin Islands,2019,11,X,X,X,X,X,X
States,New York City,2019,11,X,X,X,X,X,X
States,Alabama,2019,12,729,46,4,6.86,6.31,0.55
States,Alaska,2019,12,X,X,X,X,X,X
States,Arizona,2019,12,421,34,0,8.08,8.08,0
States,Arkansas,2019,12,324,82,7,27.47,25.31,2.16
States,California,2019,12,1222,158,7,13.5,12.93,0.57
States,Colorado,2019,12,981,182,22,20.8,18.55,2.24
States,Connecticut,2019,12,943,123,7,13.79,13.04,0.74
States,Delaware,2019,12,334,59,1,17.96,17.66,0.3
States,District of Columbia,2019,12,X,X,X,X,X,X
States,Florida,2019,12,X,X,X,X,X,X
States,Georgia,2019,12,1373,154,20,12.67,11.22,1.46
States,Hawaii,2019,12,330,29,0,8.79,8.79,0
States,Idaho,2019,12,141,37,1,26.95,26.24,0.71
States,Illinois,2019,12,526,98,9,20.34,18.63,1.71
States,Indiana,2019,12,627,170,0,27.11,27.11,0
States,Iowa,2019,12,458,169,0,36.9,36.9,0
States,Kansas,2019,12,139,23,7,21.58,16.55,5.04
States,Kentucky,2019,12,621,53,6,9.5,8.53,0.97
States,Louisiana,2019,12,563,65,2,11.9,11.55,0.36
States,Maine,2019,12,225,90,10,44.44,40,4.44
States,Maryland,2019,12,458,118,13,28.6,25.76,2.84
States,Massachusetts,2019,12,1132,196,62,22.79,17.31,5.48
States,Michigan,2019,12,2887,796,76,30.2,27.57,2.63
States,Minnesota,2019,12,354,56,2,16.38,15.82,0.56
States,Mississippi,2019,12,68,3,0,4.41,4.41,0
States,Missouri,2019,12,2212,543,5,24.77,24.55,0.23
States,Montana,2019,12,298,69,3,24.16,23.15,1.01
States,Nebraska,2019,12,159,12,1,8.18,7.55,0.63
States,Nevada,2019,12,54,13,1,25.93,24.07,1.85
States,New Hampshire,2019,12,X,X,X,X,X,X
States,New Jersey,2019,12,X,X,X,X,X,X
States,New Mexico,2019,12,553,102,1,18.63,18.44,0.18
States,New York,2019,12,4086,787,23,19.82,19.26,0.56
States,North Carolina,2019,12,550,67,15,14.91,12.18,2.73
States,North Dakota,2019,12,380,105,1,27.89,27.63,0.26
States,Ohio,2019,12,4353,1122,38,26.65,25.78,0.87
States,Oklahoma,2019,12,489,66,1,13.7,13.5,0.2
States,Oregon,2019,12,2053,817,16,40.57,39.8,0.78
States,Pennsylvania,2019,12,699,133,6,19.89,19.03,0.86
States,Rhode Island,2019,12,X,X,X,X,X,X
States,South Carolina,2019,12,552,69,2,12.86,12.5,0.36
States,South Dakota,2019,12,64,9,0,14.06,14.06,0
States,Tennessee,2019,12,108,6,1,6.48,5.56,0.93
States,Texas,2019,12,3334,420,91,15.33,12.6,2.73
States,Utah,2019,12,1422,298,9,21.59,20.96,0.63
States,Vermont,2019,12,254,42,7,19.29,16.54,2.76
States,Virginia,2019,12,600,100,10,18.33,16.67,1.67
States,Washington,2019,12,2845,832,14,29.74,29.24,0.49
States,West Virginia,2019,12,942,132,2,14.23,14.01,0.21
States,Wisconsin,2019,12,3868,1277,52,34.36,33.01,1.34
States,Wyoming,2019,12,X,X,X,X,X,X
States,Puerto Rico,2019,12,X,X,X,X,X,X
States,Virgin Islands,2019,12,X,X,X,X,X,X
States,New York City,2019,12,X,X,X,X,X,X
States,Alabama,2019,13,688,59,5,9.3,8.58,0.73
States,Alaska,2019,13,X,X,X,X,X,X
States,Arizona,2019,13,382,32,2,8.9,8.38,0.52
States,Arkansas,2019,13,283,68,6,26.15,24.03,2.12
States,California,2019,13,1090,111,2,10.37,10.18,0.18
States,Colorado,2019,13,723,104,16,16.6,14.38,2.21
States,Connecticut,2019,13,881,108,12,13.62,12.26,1.36
States,Delaware,2019,13,310,32,2,10.97,10.32,0.65
States,District of Columbia,2019,13,X,X,X,X,X,X
States,Florida,2019,13,X,X,X,X,X,X
States,Georgia,2019,13,1366,173,15,13.76,12.66,1.1
States,Hawaii,2019,13,268,17,2,7.09,6.34,0.75
States,Idaho,2019,13,103,20,0,19.42,19.42,0
States,Illinois,2019,13,523,110,15,23.9,21.03,2.87
States,Indiana,2019,13,441,93,5,22.22,21.09,1.13
States,Iowa,2019,13,377,83,0,22.02,22.02,0
States,Kansas,2019,13,119,16,5,17.65,13.45,4.2
States,Kentucky,2019,13,590,41,1,7.12,6.95,0.17
States,Louisiana,2019,13,538,42,9,9.48,7.81,1.67
States,Maine,2019,13,211,56,11,31.75,26.54,5.21
States,Maryland,2019,13,476,111,13,26.05,23.32,2.73
States,Massachusetts,2019,13,1218,213,58,22.25,17.49,4.76
States,Michigan,2019,13,3032,829,105,30.8,27.34,3.46
States,Minnesota,2019,13,593,110,6,19.56,18.55,1.01
States,Mississippi,2019,13,64,4,0,6.25,6.25,0
States,Missouri,2019,13,1973,361,11,18.85,18.3,0.56
States,Montana,2019,13,250,31,8,15.6,12.4,3.2
States,Nebraska,2019,13,146,13,1,9.59,8.9,0.68
States,Nevada,2019,13,28,4,0,14.29,14.29,0
States,New Hampshire,2019,13,X,X,X,X,X,X
States,New Jersey,2019,13,X,X,X,X,X,X
States,New Mexico,2019,13,521,52,2,10.36,9.98,0.38
States,New York,2019,13,3912,725,18,18.99,18.53,0.46
States,North Carolina,2019,13,489,52,10,12.68,10.63,2.04
States,North Dakota,2019,13,342,81,1,23.98,23.68,0.29
States,Ohio,2019,13,3838,860,26,23.08,22.41,0.68
States,Oklahoma,2019,13,386,22,0,5.7,5.7,0
States,Oregon,2019,13,1644,377,3,23.11,22.93,0.18
States,Pennsylvania,2019,13,674,146,3,22.11,21.66,0.45
States,Rhode Island,2019,13,X,X,X,X,X,X
States,South Carolina,2019,13,440,44,1,10.23,10,0.23
States,South Dakota,2019,13,48,1,0,2.08,2.08,0
States,Tennessee,2019,13,161,19,4,14.29,11.8,2.48
States,Texas,2019,13,2751,260,108,13.38,9.45,3.93
States,Utah,2019,13,1157,141,6,12.71,12.19,0.52
States,Vermont,2019,13,215,23,7,13.95,10.7,3.26
States,Virginia,2019,13,625,77,5,13.12,12.32,0.8
States,Washington,2019,13,2420,603,12,25.41,24.92,0.5
States,West Virginia,2019,13,881,112,1,12.83,12.71,0.11
States,Wisconsin,2019,13,3453,982,48,29.83,28.44,1.39
States,Wyoming,2019,13,X,X,X,X,X,X
States,Puerto Rico,2019,13,X,X,X,X,X,X
States,Virgin Islands,2019,13,X,X,X,X,X,X
States,New York City,2019,13,X,X,X,X,X,X
States,Alabama,2019,14,613,33,0,5.38,5.38,0
States,Alaska,2019,14,X,X,X,X,X,X
States,Arizona,2019,14,371,21,3,6.47,5.66,0.81
States,Arkansas,2019,14,269,34,3,13.75,12.64,1.12
States,California,2019,14,973,88,7,9.76,9.04,0.72
States,Colorado,2019,14,668,67,6,10.93,10.03,0.9
States,Connecticut,2019,14,843,76,8,9.96,9.02,0.95
States,Delaware,2019,14,244,25,0,10.25,10.25,0
States,District of Columbia,2019,14,X,X,X,X,X,X
States,Florida,2019,14,X,X,X,X,X,X
States,Georgia,2019,14,1347,165,14,13.29,12.25,1.04
States,Hawaii,2019,14,204,26,4,14.71,12.75,1.96
States,Idaho,2019,14,111,16,1,15.32,14.41,0.9
States,Illinois,2019,14,446,78,9,19.51,17.49,2.02
States,Indiana,2019,14,332,38,1,11.75,11.45,0.3
States,Iowa,2019,14,305,58,0,19.02,19.02,0
States,Kansas,2019,14,112,8,9,15.18,7.14,8.04
States,Kentucky,2019,14,576,44,7,8.85,7.64,1.22
States,Louisiana,2019,14,436,31,10,9.4,7.11,2.29
States,Maine,2019,14,166,48,9,34.34,28.92,5.42
States,Maryland,2019,14,417,80,1,19.42,19.18,0.24
States,Massachusetts,2019,14,1094,199,96,26.97,18.19,8.78
States,Michigan,2019,14,2513,546,100,25.71,21.73,3.98
States,Minnesota,2019,14,565,69,2,12.57,12.21,0.35
States,Mississippi,2019,14,55,2,0,3.64,3.64,0
States,Missouri,2019,14,1691,203,5,12.3,12,0.3
States,Montana,2019,14,184,11,2,7.07,5.98,1.09
States,Nebraska,2019,14,144,6,1,4.86,4.17,0.69
States,Nevada,2019,14,50,8,0,16,16,0
States,New Hampshire,2019,14,X,X,X,X,X,X
States,New Jersey,2019,14,X,X,X,X,X,X
States,New Mexico,2019,14,X,X,X,X,X,X
States,New York,2019,14,2718,293,22,11.59,10.78,0.81
States,North Carolina,2019,14,409,40,15,13.45,9.78,3.67
States,North Dakota,2019,14,267,50,1,19.1,18.73,0.37
States,Ohio,2019,14,3038,485,30,16.95,15.96,0.99
States,Oklahoma,2019,14,298,7,1,2.68,2.35,0.34
States,Oregon,2019,14,1125,156,13,15.02,13.87,1.16
States,Pennsylvania,2019,14,613,107,3,17.94,17.46,0.49
States,Rhode Island,2019,14,X,X,X,X,X,X
States,South Carolina,2019,14,442,32,1,7.47,7.24,0.23
States,South Dakota,2019,14,62,2,0,3.23,3.23,0
States,Tennessee,2019,14,111,9,4,11.71,8.11,3.6
States,Texas,2019,14,2422,157,66,9.21,6.48,2.73
States,Utah,2019,14,977,98,7,10.75,10.03,0.72
States,Vermont,2019,14,191,21,4,13.09,10.99,2.09
States,Virginia,2019,14,568,58,5,11.09,10.21,0.88
States,Washington,2019,14,1831,305,7,17.04,16.66,0.38
States,West Virginia,2019,14,727,82,4,11.83,11.28,0.55
States,Wisconsin,2019,14,2862,687,37,25.3,24,1.29
States,Wyoming,2019,14,X,X,X,X,X,X
States,Puerto Rico,2019,14,X,X,X,X,X,X
